,I Distribution of domestic and wild (land and marine taken together) macromammals,
,,
1,domestic= ,bostaur+susscrd+oviscap+canifam+equucab
2,wild= ,alcealc+bisobon+bosprim+canilup+caprawild+caprcap+cervela+damadam+erinspe+gazespe+felispe+gulogul+lepuspe+asinspe+equufer+lutrlu+lynxspe+martspe+melemel+mustspe+ oryccun+oviswild+pantspe+rangtar+rupirup+saigtat+susscrf+ursuar+vormper+vulpspe+ cetaind+delpdel+delpind+haligry+monamon+phocgro+phochis+phocind+phocoin+phocospe+phocvit+physmac+pinnind+turstru
